Id,SalePrice
1872,175847.595
1873,258587.2895
1874,153800.1678
1875,201972.6125
1876,204785.5678
1877,213655.777
1878,196178.7835
1879,132351.0666
1880,136238.5042
1881,253389.6722
1882,248351.045
1883,188827.0492
1884,207468.9329
1885,220304.9361
1886,264916.5958
1887,210942.0587
1888,271741.7591
1889,172566.3363
1890,115662.0012
1891,108014.1321
1892,94911.47141
1893,123157.0074
1894,123073.1551
1895,129816.6395
1896,125583.7694
1897,112547.8449
1898,119928.7164
1899,172048.7558
1900,165377.2284
1901,183064.1212
1902,167791.9184
1903,249235.7262
1904,128861.3741
1905,202105.0544
1906,109319.2158
1907,219277.4868
1908,120312.3036
1909,140468.038
1910,128060.9956
1911,242179.9855
1912,344791.6937
1913,141027.0938
1914,56713.89281
1915,290109.7068
1916,59159.95165
1917,235756.0782
1918,144421.7982
1919,180408.3414
1920,155649.2595
1921,373618.5689
1922,306717.1622
1923,255558.5048
1924,228090.3403
1925,204419.6677
1926,367926.2674
1927,137061.4748
1928,166742.6659
1929,136210.8535
1930,132067.5972
1931,140413.628
1932,134381.2071
1933,192908.6694
1934,187916.5714
1935,170410.4326
1936,189693.1511
1937,186785.7625
1938,171014.2569
1939,225016.7086
1940,199564.4558
1941,171487.1984
1942,183456.4939
1943,212889.0349
1944,371592.9014
1945,406149.6624
1946,126421.6227
1947,276460.5244
1948,193159.3636
1949,255709.7574
1950,179897.1019
1951,243953.6476
1952,206773.8145
1953,163859.2433
1954,176560.5125
1955,139407.2173
1956,320685.4278
1957,151518.9647
1958,300649.1271
1959,145184.9495
1960,111343.665
1961,120628.989
1962,100926.5607
1963,110858.4382
1964,105158.2043
1965,148959.8756
1966,136079.7714
1967,285494.8859
1968,433711.2338
1969,378466.5351
1970,421139.6331
1971,500879.7205
1972,378034.5158
1973,263157.3399
1974,343804.5252
1975,571546.5841
1976,268688.9543
1977,360537.383
1978,346977.6937
1979,323654.498
1980,189709.3191
1981,335876.3742
1982,213304.9099
1983,197068.3523
1984,164076.9367
1985,223613.5983
1986,218054.6328
1987,183557.4011
1988,176848.097
1989,192741.8356
1990,208962.1451
1991,222369.3978
1992,209045.6911
1993,170187.9955
1994,238534.3793
1995,189089.559
1996,263291.2981
1997,302422.9713
1998,304164.1835
1999,266112.6827
2000,315342.6198
2001,247080.9282
2002,232296.8213
2003,244543.951
2004,272498.2014
2005,202181.4862
2006,216151.6575
2007,245363.8749
2008,208527.3314
2009,191305.7541
2010,192363.0196
2011,140804.8011
2012,168555.0571
2013,177568.7557
2014,185288.9611
2015,207317.9498
2016,191206.1647
2017,189818.5755
2018,114375.3134
2019,134519.1008
2020,100334.9984
2021,99454.91504
2022,206134.5413
2023,135645.4147
2024,295216.1463
2025,341827.3258
2026,173405.1798
2027,165836.481
2028,155273.4294
2029,165783.0724
2030,266670.3767
2031,215473.5467
2032,240344.8894
2033,254852.332
2034,171889.9572
2035,230793.0595
2036,190838.3681
2037,297083.9861
2038,328837.8721
2039,206438.6451
2040,305584.4886
2041,336387.9722
2042,214744.4195
2043,191423.3884
2044,172905.5459
2045,215576.3877
2046,226235.5161
2047,145488.2178
2048,140626.8524
2049,145088.0052
2050,167486.7342
2051,105520.4737
2052,116236.3287
2053,148786.0517
2054,103715.9165
2055,146031.4311
2056,145299.739
2057,108128.9451
2058,216740.2424
2059,129946.0511
2060,179175.9415
2061,176267.6355
2062,131210.9439
2063,119484.3939
2064,137677.2509
2065,101105.7291
2066,162702.604
2067,92498.08332
2068,152092.2659
2069,85820.67787
2070,113493.7316
2071,103265.4905
2072,148141.956
2073,132590.7797
2074,200997.1138
2075,142719.1758
2076,115490.9008
2077,163029.0316
2078,119912.3328
2079,128912.02
2080,117938.9088
2081,129853.5249
2082,109016.5453
2083,145497.7671
2084,112502.1915
2085,119162.8168
2086,104575.5873
2087,117204.411
2088,92989.12715
2089,83609.5155
2090,137156.0449
2091,117526.526
2092,110530.7826
2093,104413.5479
2094,112997.0826
2095,156940.8196
2096,83015.05345
2097,101574.2802
2098,148396.586
2099,61249.07827
2100,59473.76507
2101,94528.02201
2102,116431.0028
2103,105294.5866
2104,130353.0844
2105,128315.4353
2106,89126.75929
2107,178791.9143
2108,121834.0054
2109,109916.3725
2110,126735.1139
2111,146500.2117
2112,137624.8286
2113,120609.8046
2114,122476.007
2115,163151.4321
2116,114645.3186
2117,153176.8471
2118,125206.7589
2119,125715.522
2120,108852.0941
2121,143263.2798
2122,128369.3969
2123,85634.60469
2124,156536.7652
2125,121285.9051
2126,154634.8526
2127,182052.5708
2128,133490.835
2129,63097.83974
2130,133401.0394
2131,139086.5093
2132,115183.2421
2133,126742.583
2134,125072.3027
2135,142731.5371
2136,75712.66564
2137,100730.1968
2138,128168.5711
2139,149040.4643
2140,134477.0696
2141,164702.5239
2142,128479.3165
2143,143916.7464
2144,154634.6901
2145,137286.7778
2146,156189.8322
2147,138031.497
2148,137712.1708
2149,157682.8955
2150,219174.2446
2151,118574.45
2152,196598.3207
2153,176558.0264
2154,103455.9217
2155,142836.3026
2156,277099.1724
2157,227725.3833
2158,239917.2898
2159,217300.4747
2160,186894.1296
2161,228726.6636
2162,417366.4128
2163,336664.8084
2164,239850.4871
2165,222046.7788
2166,159560.0048
2167,213992.2784
2168,205237.3655
2169,193532.0047
2170,224427.9003
2171,160958.5825
2172,127886.8835
2173,179069.5029
2174,229992.1085
2175,291735.8527
2176,292340.8029
2177,249341.9939
2178,211394.4652
2179,133106.1896
2180,210163.0504
2181,184435.2117
2182,217566.0681
2183,183565.4581
2184,115607.8756
2185,120129.3699
2186,146920.797
2187,149104.8499
2188,145565.9916
2189,405123.9075
2190,73676.25805
2191,74995.13716
2192,82305.25361
2193,117013.3819
2194,102585.8306
2195,108233.9543
2196,102255.2416
2197,115188.4631
2198,154764.5196
2199,201195.7951
2200,157267.613
2201,147121.4359
2202,209707.7132
2203,140093.9037
2204,183461.6494
2205,125126.836
2206,130633.0353
2207,268375.8268
2208,281315.4197
2209,271199.8231
2210,125130.7659
2211,117852.1076
2212,127618.797
2213,111019.0447
2214,128310.9327
2215,106103.6606
2216,150050.2428
2217,45967.97326
2218,70160.88614
2219,58323.40796
2220,54075.29203
2221,290427.8339
2222,267773.6265
2223,288937.2114
2224,211729.4011
2225,120394.2938
2226,193531.0828
2227,192803.503
2228,252770.1964
2229,264291.8954
2230,163760.3109
2231,216346.973
2232,189034.2256
2233,181347.5468
2234,234428.7026
2235,218919.2706
2236,271634.6046
2237,320325.4542
2238,207516.1626
2239,113844.8466
2240,149798.6883
2241,242978.3628
2242,114480.8697
2243,118732.1558
2244,97600.7293
2245,93550.23949
2246,144793.6622
2247,110722.2664
2248,127759.4686
2249,122367.039
2250,129892.5121
2251,142032.1807
2252,182774.3562
2253,165116.0751
2254,185445.6185
2255,186627.214
2256,170622.6698
2257,217191.8487
2258,157777.4399
2259,178943.2534
2260,126427.1145
2261,188738.1527
2262,206687.5653
2263,408247.2216
2264,693689.6224
2265,155839.5466
2266,299485.6477
2267,390807.7871
2268,440946.692
2269,145670.4898
2270,193172.859
2271,203993.7651
2272,173185.0869
2273,154555.0237
2274,181103.3436
2275,164875.9337
2276,178652.408
2277,184830.0906
2278,147035.8271
2279,127987.7419
2280,123677.8352
2281,158655.9046
2282,179045.1185
2283,106784.1265
2284,118265.3576
2285,136290.8542
2286,123377.3976
2287,345562.7221
2288,256921.5572
2289,368687.4745
2290,460495.0092
2291,347127.4457
2292,444217.5006
2293,493986.5576
2294,406038.2334
2295,520078.9824
2296,312038.4748
2297,336764.3843
2298,336351.7379
2299,394576.669
2300,336746.4558
2301,308199.501
2302,255756.2574
2303,243035.8229
2304,260813.4839
2305,185588.5488
2306,181356.1779
2307,194323.8687
2308,238692.5096
2309,273961.4017
2310,201492.9737
2311,195802.0495
2312,186104.3762
2313,173001.0507
2314,180590.7734
2315,183256.0008
2316,200858.504
2317,191633.3904
2318,176984.3732
2319,180457.7227
2320,182438.6978
2321,232208.479
2322,189237.7919
2323,190732.8633
2324,176614.7946
2325,210740.2222
2326,179900.1109
2327,201007.0046
2328,218507.7344
2329,196226.5403
2330,189067.39
2331,349929.6628
2332,374976.7467
2333,326791.5256
2334,249504.3828
2335,262507.5516
2336,304792.4864
2337,194222.1265
2338,251860.5399
2339,197396.0062
2340,379490.3224
2341,212750.5668
2342,218385.4578
2343,217952.687
2344,207624.8629
2345,230154.2826
2346,210610.6046
2347,204584.0572
2348,238673.3966
2349,190027.2814
2350,311210.9693
2351,262088.6424
2352,247918.9657
2353,254507.9725
2354,146556.2484
2355,146302.7723
2356,149221.174
2357,187295.9474
2358,199382.5298
2359,132558.3235
2360,114033.6282
2361,146627.9212
2362,311404.1482
2363,127192.3087
2364,149133.9096
2365,210069.3129
2366,184927.5534
2367,213986.6397
2368,208575.2379
2369,215554.8294
2370,165636.2751
2371,161178.997
2372,192802.2028
2373,283615.1241
2374,318986.3408
2375,223824.4726
2376,306448.2265
2377,362421.4345
2378,177015.1451
2379,202654.5
2380,152147.4778
2381,174591.1355
2382,207134.9333
2383,199201.4662
2384,243042.3128
2385,165037.3944
2386,130502.0827
2387,133416.1509
2388,99556.57608
2389,119181.603
2390,168241.3526
2391,146724.3779
2392,114910.8541
2393,196139.0016
2394,133704.0424
2395,212236.6814
2396,135113.3765
2397,233623.8305
2398,129053.7588
2399,71212.26876
2400,78986.6718
2401,125411.1562
2402,135041.0982
2403,145940.1525
2404,155068.5839
2405,156350.6309
2406,140961.2871
2407,134384.7655
2408,152222.6121
2409,118831.2137
2410,170614.1813
2411,113866.3076
2412,153525.51
2413,126747.8982
2414,157918.0637
2415,131034.1562
2416,124002.0448
2417,127671.3037
2418,126827.8463
2419,134658.8381
2420,120711.8577
2421,146417.6084
2422,105733.6799
2423,107276.4894
2424,162914.3781
2425,218081.2945
2426,116386.3359
2427,121817.2948
2428,174652.439
2429,113512.3262
2430,134798.5549
2431,109323.7282
2432,139575.8457
2433,141430.9445
2434,129225.7736
2435,145442.6521
2436,110286.6704
2437,107304.6495
2438,121122.6121
2439,98179.44488
2440,122618.6038
2441,86997.82268
2442,100559.3868
2443,126561.1427
2444,137324.0014
2445,94315.9328
2446,128180.6398
2447,170080.049
2448,122678.9521
2449,116560.7636
2450,144477.8512
2451,91299.18678
2452,198992.1996
2453,100033.2701
2454,106528.749
2455,105996.3214
2456,151421.4404
2457,163993.8087
2458,140640.9013
2459,108872.8636
2460,145855.0058
2461,131762.2863
2462,138576.5134
2463,126893.6195
2464,173309.7973
2465,139172.3846
2466,117587.2537
2467,116158.8226
2468,89577.78197
2469,84231.24435
2470,210260.3372
2471,225010.275
2472,170798.3256
2473,117747.4446
2474,68414.98538
2475,208936.4207
2476,108109.4128
2477,126456.333
2478,155747.9273
2479,105068.2604
2480,152444.0824
2481,119164.8062
2482,121792.6019
2483,110259.1692
2484,121511.4279
2485,120022.274
2486,139242.4874
2487,156333.5938
2488,164780.9533
2489,151410.1309
2490,149095.989
2491,95062.7004
2492,197069.5886
2493,151055.3608
2494,136586.9263
2495,75935.22131
2496,254394.2896
2497,152045.027
2498,111592.0003
2499,82042.24549
2500,120140.4147
2501,133185.9997
2502,134343.7505
2503,92980.2071
2504,212246.0623
2505,254769.8313
2506,238497.1923
2507,282378.4112
2508,242204.5734
2509,210670.007
2510,207081.5456
2511,173923.3467
2512,200720.1017
2513,220520.8177
2514,339409.7464
2515,159108.361
2516,177790.9694
2517,150909.5286
2518,159304.0226
2519,228506.2081
2520,224040.0382
2521,192872.7315
2522,222846.9448
2523,116392.1017
2524,134801.1233
2525,151787.9581
2526,138019.035
2527,121504.443
2528,142527.0164
2529,144222.9832
2530,129705.9376
2531,252630.8772
2532,227334.2885
2533,195333.1889
2534,210858.6476
2535,302529.3971
2536,228894.0969
2537,236474.9045
2538,187058.7589
2539,181410.1924
2540,178274.7439
2541,180627.0797
2542,165664.8424
2543,112168.6431
2544,112219.9414
2545,130494.8742
2546,122896.5335
2547,127390.6206
2548,151080.0828
2549,157067.1742
2550,1850936.036
2551,130773.4952
2552,127452.1684
2553,69909.28731
2554,83905.15689
2555,117982.8152
2556,100465.0267
2557,101807.6768
2558,165533.5458
2559,132188.4538
2560,156772.325
2561,144342.9745
2562,156535.1234
2563,147607.0472
2564,219206.1024
2565,146447.0916
2566,163614.3925
2567,149783.062
2568,190136.1654
2569,267979.5964
2570,122256.9487
2571,207168.3656
2572,154544.0326
2573,239198.4181
2574,320304.3459
2575,135593.6305
2576,116672.7544
2577,147113.6923
2578,94144.01884
2579,56564.12691
2580,72230.08676
2581,93218.06572
2582,93798.198
2583,263940.9281
2584,178613.3965
2585,181702.6937
2586,229837.3258
2587,196274.6379
2588,140180.3237
2589,147454.0532
2590,201959.6205
2591,245696.0468
2592,219226.8832
2593,255207.832
2594,186730.4254
2595,191222.8396
2596,290576.337
2597,184124.8389
2598,285883.1366
2599,337624.6125
2600,184567.1596
2601,134528.4583
2602,79704.89795
2603,86681.32764
2604,91592.47877
2605,81829.067
2606,140264.1787
2607,207995.132
2608,177662.2556
2609,179872.2445
2610,111221.3147
2611,183630.492
2612,160355.1301
2613,130603.564
2614,120311.2469
2615,153120.5409
2616,149902.5272
2617,190301.7545
2618,192458.0944
2619,196784.3343
2620,190836.9367
2621,180567.2304
2622,184748.5559
2623,246493.2199
2624,308500.9543
2625,317060.9434
2626,175295.858
2627,168251.1695
2628,529305.0187
2629,574686.4961
2630,374273.3892
2631,541375.9523
2632,465508.4748
2633,289308.8744
2634,465186.5758
2635,153900.3922
2636,161804.0459
2637,156235.3786
2638,283524.2023
2639,184085.5683
2640,147978.6384
2641,105118.5359
2642,181846.35
2643,107920.8642
2644,121043.4959
2645,111603.5167
2646,95946.37642
2647,106429.2497
2648,145799.5885
2649,151097.3053
2650,131792.5914
2651,138753.0776
2652,440502.249
2653,248972.4669
2654,251559.0402
2655,415760.8192
2656,336172.3225
2657,360657.6502
2658,308204.5691
2659,292112.1883
2660,375879.1151
2661,331133.594
2662,354137.8489
2663,301051.7911
2664,260512.1933
2665,326825.6617
2666,258840.6887
2667,175756.7155
2668,181014.3757
2669,178804.6141
2670,271470.0025
2671,186086.6127
2672,193687.3634
2673,202177.4685
2674,201616.8448
2675,167807.5908
2676,189305.0877
2677,203468.8349
2678,257720.5949
2679,264423.4023
2680,270658.7806
2681,399437.741
2682,323649.7211
2683,555269.0035
2684,297384.4139
2685,328995.5302
2686,242929.5732
2687,311368.8948
2688,200106.0168
2689,202588.2671
2690,464850.4866
2691,197733.0459
2692,143263.8069
2693,196105.914
2694,141340.4497
2695,191323.6519
2696,184291.7914
2697,194581.3909
2698,199627.8786
2699,163859.3716
2700,143717.5252
2701,149036.8695
2702,114384.0308
2703,125736.2454
2704,139213.937
2705,111634.8965
2706,107853.7287
2707,121962.2632
2708,134008.0236
2709,103282.9288
2710,125808.2256
2711,284153.7259
2712,385530.1745
2713,171740.6709
2714,152997.7366
2715,168379.4721
2716,152658.4593
2717,209814.2958
2718,218651.1366
2719,149256.8699
2720,181177.4375
2721,129964.423
2722,163859.5139
2723,131363.2107
2724,120527.2287
2725,125876.5167
2726,155028.5979
2727,171645.5015
2728,176036.4697
2729,147706.6941
2730,148400.4127
2731,133971.7235
2732,128524.0885
2733,147622.9599
2734,97246.54926
2735,130984.8029
2736,134804.1833
2737,116314.3714
2738,133862.3496
2739,157677.077
2740,135611.8522
2741,132194.8291
2742,147455.117
2743,159533.5536
2744,164572.6177
2745,136848.0803
2746,139423.4609
2747,142049.5026
2748,127716.2649
2749,135797.2611
2750,129464.1386
2751,142120.2578
2752,178066.8345
2753,150535.9184
2754,208490.6696
2755,140348.7472
2756,104670.8654
2757,68053.77579
2758,103610.6469
2759,158794.2449
2760,118561.5206
2761,137790.3579
2762,144007.0029
2763,176318.1728
2764,140235.3754
2765,291210.0629
2766,119406.328
2767,84012.60824
2768,120769.3321
2769,123220.0289
2770,133457.4999
2771,105638.2364
2772,106408.7867
2773,156030.7275
2774,141802.8073
2775,113742.0473
2776,140514.9876
2777,142667.7274
2778,102903.7696
2779,119668.6966
2780,92582.81348
2781,112506.9098
2782,102941.7969
2783,102736.8565
2784,115834.9256
2785,134665.0783
2786,71428.4819
2787,124695.9927
2788,83435.5038
2789,185689.7383
2790,94971.67066
2791,114875.4522
2792,75569.6103
2793,138109.7891
2794,83390.60973
2795,125392.6535
2796,105001.3954
2797,228981.4717
2798,113476.6802
2799,109058.912
2800,71825.66015
2801,95051.82367
2802,114444.3636
2803,155941.0357
2804,117274.6516
2805,92654.36895
2806,88020.10017
2807,235959.206
2808,146224.8198
2809,131251.665
2810,123175.453
2811,151823.4599
2812,170688.8423
2813,156427.0328
2814,156717.785
2815,99708.72394
2816,234304.3889
2817,168620.5754
2818,133159.9079
2819,164688.6481
2820,132763.3806
2821,92183.22766
2822,198294.0079
2823,448918.4964
2824,168527.6509
2825,149754.1048
2826,134250.9569
2827,135188.1286
2828,242456.4392
2829,209080.9221
2830,235316.9286
2831,165769.3187
2832,254175.393
2833,284939.3308
2834,216465.8829
2835,204997.8078
2836,189266.4294
2837,150010.0649
2838,150266.4355
2839,180215.5169
2840,205591.4473
2841,201336.8288
2842,231394.802
2843,146443.4639
2844,177462.6915
2845,128973.782
2846,205933.9515
2847,212641.4952
2848,225782.5274
2849,200376.2
2850,274170.7519
2851,222067.2359
2852,238942.8985
2853,230756.5087
2854,133194.8108
2855,200801.2518
2856,203629.7313
2857,186661.4786
2858,201383.3529
2859,103433.5981
2860,158157.8545
2861,121591.2449
2862,201970.4118
2863,123946.1085
2864,355492.2043
2865,133144.0598
2866,137485.2262
2867,102405.7844
2868,94987.11445
2869,106167.3715
2870,123116.3373
2871,77576.82621
2872,89293.10974
2873,94613.18897
2874,147307.5633
2875,105169.6461
2876,169731.7854
2877,143652.958
2878,197646.4579
2879,142742.7492
2880,99036.53073
2881,149867.0734
2882,179279.536
2883,187514.8707
2884,207660.8623
2885,188068.1668
2886,247135.5961
2887,101981.6559
2888,144677.2641
2889,61912.34586
2890,95405.88356
2891,144234.506
2892,35781.52555
2893,55758.35932
2894,38595.14168
2895,311882.8456
2896,257169.0591
2897,215587.0209
2898,147534.6762
2899,195462.5531
2900,154870.6248
2901,268016.1381
2902,165922.1997
2903,310447.5219
2904,351793.1236
2905,67661.05287
2906,188103.8356
2907,103233.6561
2908,132015.6557
2909,153082.3543
2910,76597.8391
2911,83589.56784
2912,145984.2071
2913,76457.25473
2914,77364.16342
2915,86430.70709
2916,81040.6086
2917,171035.2981
2918,117348.9635
2919,223945.0025
